54,2,0
70227,2,0
1379699,1,0
1593665,1,0
1746020,1,0
2072092,3,0
2145797,1,0
2446240,1,0
2946495,1,0
3137970,1,0
3232244,1,0
3356117,1,0
3474178,2,0
3625264,1,0
4102426,1,0
5308462,1,0
5345083,1,0
5348532,1,0
5545611,1,0
5733587,1,0
5954875,1,0
6508490,2,0
7055738,1,0
7258488,1,0
7497320,1,0
8098382,1,0
8237969,1,0
8378723,1,0
8378743,1,0
8379746,2,0
8380302,1,0
8380719,2,0
8382012,2,0
8382665,2,0
8382782,2,0
51,2,1
54,1,1
55,1,1
242,1,1
581,3,1
5474,1,1
6469,1,1
6471,1,1
6473,1,1
6598,1,1
6729,1,1
6732,1,1
6860,2,1
6869,1,1
6991,1,1
13992,1,1
15042,2,1
58263,4,1
73215,2,1
73780,1,1
77369,1,1
79346,1,1
105475,1,1
106865,1,1
107550,6,1
107793,1,1
124524,9,1
159022,1,1
183970,1,1
225576,2,1
229223,5,1
229855,1,1
258450,1,1
270425,1,1
275344,2,1
309646,1,1
310033,4,1
334582,1,1
342103,1,1
346005,3,1
382180,1,1
406376,1,1
413305,1,1
469541,7,1
535843,1,1
539326,3,1
550570,1,1
556363,1,1
572843,3,1
627474,1,1
628959,1,1
642792,1,1
647937,1,1
649520,4,1
650325,1,1
665804,1,1
665932,1,1
673444,1,1
681015,1,1
699033,1,1
699590,2,1
700603,11,1
724192,7,1
725560,4,1
780549,1,1
807751,1,1
827615,3,1
847490,1,1
854644,1,1
854832,1,1
855243,1,1
855320,1,1
857197,1,1
857837,1,1
858448,1,1
864386,2,1
864777,5,1
866355,1,1
881547,1,1
945523,1,1
949935,1,1
983104,2,1
994482,1,1
1001111,1,1
1024975,11,1
1025042,2,1
1027769,1,1
1047690,1,1
1048876,2,1
1049141,1,1
1071909,1,1
1108779,1,1
1156814,7,1
1161614,1,1
1169165,1,1
1170913,1,1
1190395,1,1
1196376,1,1
1228667,1,1
1268399,5,1
1334766,1,1
1335840,1,1
1335942,2,1
1338412,1,1
1339194,3,1
1339903,1,1
1417460,3,1
1420516,1,1
1434735,1,1
1454892,1,1
1457508,1,1
1465327,1,1
1465330,1,1
1473016,1,1
1552357,1,1
1557985,1,1
1565503,2,1
1610555,1,1
1633010,1,1
1739626,32,1
1744648,1,1
1746020,1,1
1746402,1,1
1747615,1,1
1748274,1,1
1755553,3,1
1760427,1,1
1763904,1,1
1764882,2,1
1766688,1,1
1782758,1,1
1787189,1,1
1793673,1,1
1848458,1,1
1854905,1,1
1857550,2,1
1857799,1,1
1867860,1,1
1938333,1,1
1941159,1,1
1953981,1,1
1964687,1,1
1973632,1,1
1975385,4,1
1977766,1,1
1994982,2,1
2038097,1,1
2038761,2,1
2038891,1,1
2040040,1,1
2042679,1,1
2044141,1,1
2059700,1,1
2069927,1,1
2070121,1,1
2070925,1,1
2072045,1,1
2072462,1,1
2073937,1,1
2092897,1,1
2096226,1,1
2105559,3,1
2123507,1,1
2164490,3,1
2164853,1,1
2166975,2,1
2181489,1,1
2216945,1,1
2242629,1,1
2259042,4,1
2265872,1,1
2269082,1,1
2285612,1,1
2287829,1,1
2305256,5,1
2308441,2,1
2330703,1,1
2360534,1,1
2364972,1,1
2378356,1,1
2400863,1,1
2504589,1,1
2524405,4,1
2535018,4,1
2538375,1,1
2540228,1,1
2541767,1,1
2556386,1,1
2559188,1,1
2570141,1,1
2574063,1,1
2632919,1,1
2642670,1,1
2643455,2,1
2668156,1,1
2671763,1,1
2692817,1,1
2709877,1,1
2739378,5,1
2748757,1,1
2749123,1,1
2769812,1,1
2793510,1,1
2794013,1,1
2795563,1,1
2837169,1,1
2868986,1,1
2879668,1,1
2890440,1,1
2891381,1,1
2897304,1,1
2932705,1,1
2951142,1,1
2964041,1,1
2974524,1,1
2996269,1,1
3003797,1,1
3015399,1,1
3018001,1,1
3040899,1,1
3044880,1,1
3062640,1,1
3067551,1,1
3083758,1,1
3103832,1,1
3137970,3,1
3138670,1,1
3138795,1,1
3162262,1,1
3163985,11,1
3164444,1,1
3166373,1,1
3167396,1,1
3196085,1,1
3220593,2,1
3222461,1,1
3232244,1,1
3259375,9,1
3264387,4,1
3279839,2,1
3282516,3,1
3311550,1,1
3321191,1,1
3333677,1,1
3338217,1,1
3355750,1,1
3356117,1,1
3383790,1,1
3384398,1,1
3385954,1,1
3387479,8,1
3390343,1,1
3390707,1,1
3452834,1,1
3460450,4,1
3470955,1,1
3472152,1,1
3472486,1,1
3474178,2,1
3474389,2,1
3501239,1,1
3527431,1,1
3543659,1,1
3545414,1,1
3554901,1,1
3559363,1,1
3560106,1,1
3587014,1,1
3596373,1,1
3598296,6,1
3598976,1,1
3599256,19,1
3600077,1,1
3620630,21,1
3625264,4,1
3652080,1,1
3686926,1,1
3691759,1,1
3702399,1,1
3704076,1,1
3722130,1,1
3726517,1,1
3731627,1,1
3751316,1,1
3759128,5,1
3782421,1,1
3808358,1,1
3837275,1,1
3844599,1,1
3856554,1,1
3863512,1,1
3864715,1,1
3867825,1,1
3900359,1,1
3919104,3,1
3941601,1,1
3946600,5,1
3946674,4,1
3950810,3,1
3951547,2,1
3995515,4,1
3997182,1,1
4021531,1,1
4023851,1,1
4040356,1,1
4055296,1,1
4065164,1,1
4094994,2,1
4095767,1,1
4102426,1,1
4112535,1,1
4134899,2,1
4142770,1,1
4148901,1,1
4152935,4,1
4153237,1,1
4155053,1,1
4156747,1,1
4182972,1,1
4182974,1,1
4238508,4,1
4281432,1,1
4300422,1,1
4345432,1,1
4346977,1,1
4347878,1,1
4349438,2,1
4349490,1,1
4350488,1,1
4372042,1,1
4402278,1,1
4416399,1,1
4421068,2,1
4443443,1,1
4445603,1,1
4445871,1,1
4446011,2,1
4446167,6,1
4446635,1,1
4446655,1,1
4447290,1,1
4447727,1,1
4447836,1,1
4447995,1,1
4448777,1,1
4449234,1,1
4449514,1,1
4451150,1,1
4505396,1,1
4532795,1,1
4535308,3,1
4539582,1,1
4563090,1,1
4595979,1,1
4657565,1,1
4693917,1,1
4696761,2,1
4698766,1,1
4702558,1,1
4705999,1,1
4706016,1,1
4720159,3,1
4752395,1,1
4757739,1,1
4760480,2,1
4807235,1,1
4828725,2,1
4832222,1,1
4833523,1,1
4834499,1,1
4835773,1,1
4852047,1,1
4863975,1,1
4864493,11,1
4877446,4,1
4877923,1,1
4878933,1,1
4910412,1,1
4938310,1,1
4950269,1,1
4980330,2,1
4981750,1,1
4997740,1,1
4997989,12,1
5016861,1,1
5019481,2,1
5073033,1,1
5073805,1,1
5074678,1,1
5075943,3,1
5075988,1,1
5114640,1,1
5116201,1,1
5131826,1,1
5150230,1,1
5151333,1,1
5184269,1,1
5185626,1,1
5187278,4,1
5194483,1,1
5205977,1,1
5214448,1,1
5238354,1,1
5242352,2,1
5242756,1,1
5248464,2,1
5250871,8,1
5256221,1,1
5257401,4,1
5265430,1,1
5269043,1,1
5308462,1,1
5310020,1,1
5333548,1,1
5334722,1,1
5336914,2,1
5338520,10,1
5339331,1,1
5348532,4,1
5350511,1,1
5370988,1,1
5413398,3,1
5413568,1,1
5430969,2,1
5508905,1,1
5546888,1,1
5547180,10,1
5579450,1,1
5581884,1,1
